name,address,type,google_url,photo_url,map_url
Desert Social,"1312 South Broadway, Denver",bar | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJPVVmBvx_bIcRvhWF27beeFs,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lzT-p6kZ_lPMoSUdl7jETXB2Rrg4V9gxp39NEuHyilLlHm9pHNNyQErx_b7limSZIRoolx_Ub5s-LVCVRd9RPmO-tD7G3AYCo2SeAqsy5jNEMQL02laVjGwtaj5PPlZxlg-MMNGZR4G9Ce4AQjZEFoztt4Qaq1kRH9iygM1RTxkW6q1g0oJcDg0wYxHKV35NqBc76f872g1GJudGRozzEqBeVe21-CqGCpLTvMXCLWPn670Z8TQEdRMRLUmSey8Zm81P64YD-dVBaM9shoiQhAm3o8YQWJ7WQO904pPaJTsIkQItftHOY5Rynyfywl_cw4ii0lJEWnCyY3A8VldlnH8qaypKEi-oMUbWFZ55E6ax2NosH4fR4hYSoJ27ihNIR8Ki-GblV7feLRBTrTlIvIISVrwmiRYZGZm6DmuT7tEsnseNUG-MkBcUtIVHPz8GSDUcNykeJ9W5zAem10CH44u9hdJ3fqBPaD5cCcm_CNB_QpTYMDr--_eZhMiX3zpLcRy0AfhNDvMn2CmO-LG1U4l7D4Cmqig-uf1kX1BSCIxjvfnJMIbvCN2zpa0m_TAtoNhkDVy0Q-RV_nRQi1St2hJr93ECWHgu5c28dGXSHMg2T8nvTn4fjN3ojd3bF3BlhvNtjO&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.69270059999999,-104.9872048&zoom=17&size=400x300&markers=color:red%7C39.69270059999999,-104.9872048&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Joe Willy's on Broadway,"1310 South Broadway, Denver",bar | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJu1KxEAB_bIcRztLJW2XESWU,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3l2t45kNVr1Z_y9NxJSV8TRZkWHYOGLxwRxeB2zqXeAdhZDIDM70ypw2q2HC9FtrN-zHZB7r8Y-cGG6k-gWotO4RXainM_BFDZNoKWaxkZztXgchbLzv3IA8P9jE06m0Fs-swcdvE-zppNbYf1u2Tyi0DXAiWSN7IJa8tHVHqom1Baljq1WNMDE5crEnq5dBmA_NiItuxxQEoErZQEO7F4ADZEzvnlEo0_1oxfvEpnerdfMgeDKMC6jOjanhgdNZ___cXlvlG8-lUqipk8XfvZNnzQd9UErVcfqEjZHhOZg77Uv2XHdkHvya3N59jeRs0UsaImTpIbmgJwciuSFblJ2PSFfIc_VtoLjdYC54JD6-FNYUnLd9QFj8ysN8OgW2UkwjFhiutcca4_bIdBkqJ41uL0hk5U4UIHDppKd1LpFo8kb7EoV5xN5MVb8I8Eguu54Wd0PbMSfxZYy3lEc0w1cvkIz-vhdJK5kh2dETVXQMe7jLUmnE77Z2avBRJyFu7xxabI7h8km36w4450s8O2IoDyPI-I9hTfFxVvd7-u63Z0ghtONQ5veNJCtYv7qq9JoF1oPWN3dlo_YW_0F9Y1jK-InzpiF1X3WR3BqK0ocMkNg1x__8dGSXIdVW_Ds4sb4cQ&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.692752,-104.9871135&zoom=17&size=400x300&markers=color:red%7C39.692752,-104.9871135&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Good Luck Club,"1350 South Broadway, Denver",bar | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJUfnf-NN_bIcR75jf_vKAiLM,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3l4M73W7X1UVWwEOH9xTd1_dypG_lpY5fJ0V6uJDBBFVRilKPc4XyblGMCM1PhkAtbwIztbK1qfRiwN2EUHmi4oN0uOU70s8GotFlpeOOHPZ4G0Wx0Frsg50v4GLsT5aocuG3cI_Ets3XFGpJpr71rKuhZdMseJox-9lkuSkLV-HJMNOJwu9IkfPyBQvMOYbrfiOTpEuA6mt8rSohQOhAfW27j3r5UAWSnLQDSTVGI9ruF7rXdVJmzRzvz5lD4Asxq9ECXN-BjsfTSxUz2fZXEujKBpbb_GPllJ-PeTiA6pa4m-o8aJJraxgOA9u_yBJ6GVPc8ulynn7DbkBaqg7gnHL8IjZX6amPcKNZrq_40zaVSP5aFu8Fa3tjeEv55L0v4G1euNBdqTbgS2Fzf9WOBhLK9iRntfQk-YvOh0z_wY5t0yK8i5AsGOsg12PJZ6BYtnXf53ADRfFopkZtLyE9mw9q-T_73F2kyLZaAntcGB_iw8Dgvyx71LyznydNtZvZqouMVNholoUQIVNSnR_Q_-_Yn6Bcpsnx9UUlYK7POiS9GPXtLPsYR1pZ342ihabt5iac1pTXhGOxf3N3kYOVGEi7Bcba7d5WoEBddQRkaB-A7NwB8z_5KNni2yeZmyLfDICdlWIO_6p81IUsmfdy7Qtnw&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.69205789999999,-104.9870986&zoom=17&size=400x300&markers=color:red%7C39.69205789999999,-104.9870986&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Denver Ski Company,"1350 South Broadway, Denver",clothing store | store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJF5YaSrl_bIcRt6gm_C3OJcs,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3m2rAefpfLGRz1yFzO2WcaxKEzcJwc2lUTXVWLcccr2fxGE5w4dQwhWH9Xxz3AFiCFFXSjWst6pvSGrIrNtj9s4TNeCvmlogg8Hz9NB950SN24cVmqWXBzJKgpOilqKni0_-nvXdERAxoG5LhNtjDCmtO_wHLQVedE9QhBIJi4yygkntJeYIscwnJQtweQfw3lR_oKAyBa3w6L4inw4m0PLeUvuQLl8L7M4-YWY2JQYWa_j2z57qqAsbpfIozhtpiYdY0OOCpx8vnxAw7JRgESRdQZ0wfugMmsZP9GDG7M5uIfXBoKKm7hYzrYBKFn5qG6b7SsOG8npDQb14PzBtjsXjD9iyhagbVvp0ZZdno1LLf5qhzQ7SwSHn7qhkzeFS5p-L6xKLBr_9Aht31quxySNXtt-oX9M7ALi_rSlEAJWDtYg-zIKlO1tVWMazYT7nK7kg1Si97cE52nhA7JguEI_MJokQaDViujqfgRkbc2uqBAX3K49_WUDgS6YF6HSXFi2OEQ7nPc1oJ6fMCM4MrTmfSbLE21wtLXgSAr414UMwHKJcABrKGHuLH9VixQEvwVodpR1m2AM_ohuNbkoU_W9IqasW46J_QTFoU0ZwXLrQv5E9TxiQztlSgxOQBTrVVu4UCHgl-N3_t9QQ25SDH_muOg&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.69205789999999,-104.9870986&zoom=17&size=400x300&markers=color:red%7C39.69205789999999,-104.9870986&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
"Tikka & Grill, Nepali and Indian Food","1300 South Broadway, Denver",restaurant | food | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJwYMoHvZ_bIcRyS414UB7aWQ,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3myK2lW5lc5TevpN2wcalPwgtKsxVu3m4l3zsUWlbdBYQvlKYrjqpc0Xf0pNezWa5PqE0RciF1wtdSOHtNGIHqDNA_DfheuI67GYO39BghJYtbqyPBoutotviOJkeT0zrK6YNzcUFnRtSiw1Tvw9mP0M37HIBnBC7RdHYiZEgwVhr16DBC2tGLm_5YOcsfOgBQ_rl4XxbXwBKO_-CcfbtY3PcxH6OYkMIfQUFfRxhAP3pMFpZqkJmcp3uXYSJX_C2ZE-5q7K65qZoP7V0ScWYuJR7m8r2CN-jgf4OH-3G_KxJGgdxRhmvuppVwY3dexpWQ_kXDr18pJN1quaB5_lBLSBcPEPJ5dJrS14nQvnNA711VH0ne5e0FtB-sTd-lS6DFoI4iSDl-A51Nl52VLXOc25_1mEQVLtxTLbJ_qKnaHOrD5SMpOd6M9AJyJItKVQsMxUcbC4BHPrSJGaMlKJh8bYcgu6suABTPo-2FdVvuJTGg6qPatFobKFWqyqNn4mi54MChKF70_DhTjJYCWv006JlqQscLyn1mnZmqI9oJ-ju58jghkUNI5qGVfl8kCw7AbAFsHQF5u0s5cQNVK9n4r__qxcf86DGRsIWcj523LSSybdWesvjuj7WlPd2LZBLseKobVPEkLT0v5TSOLqt6LNio&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6928428,-104.9870223&zoom=17&size=400x300&markers=color:red%7C39.6928428,-104.9870223&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
FAPnatik Studio,"Broadway, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJOQgqLJV_bIcRaj8XZ5scT-E,,"https://maps.googleapis.com/maps/api/staticmap?center=39.69276680000001,-104.9874119&zoom=17&size=400x300&markers=color:red%7C39.69276680000001,-104.9874119&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Speed X,"1331 South Broadway, Denver",car dealer | store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJIfnpgtZ_bIcRFhK9Js6EtsU,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3k2WUfZV8sPJWbPkGpV58faOjpI--IKLUQOv-LK8wJbVVp_LwJENr2BebElt-b_JljP3A3Yfr9LbFLd2nhYajroBRuNDsvWIXdRPx98v0lsa5gk5XF7NLVWglrNiNeAiVn-IF94I9xqHFh1uXdvpAwkUeeMbtYqU5sR1Nw1g5-TYISZryogVAjhE4cjNCUk3yZXavkaeyWVnBr1Au4LqHAGtxcFTzDx8Sz743kyVSYEuacRVYlw0H-yDrzFGJzdtJ7TVRidPIuSluG90Eay6p6pMaHMBaB3KDsLUzWlaAIsVYiKMlv4O8dgVqvRMumkgXX1b99mqv12GQB7BWqzjj3SYGNvr-youJfTU9GtyXz5Pnu3Qe-wb4Hb-cc1lkAhLvXgV-avLCH-LIv6gnpW7ryqZXcTDCk-lCJoa4mxESNB7N3VTt-YhRX2HxjzL284sGUVkfOWE0yuoFKWeLVJR-WXTFA8xHMqnaJskYjeZ7eo_8WqupxieyTc61mPjNJ1ujeCqVdAKolSx4DAWu1y6qgOZJvu2rmJXprpd7djlqC_xeVygd1M_vfcC3Eb8TXwoKBwoRcRxMj8cAUPoI10n7enwGU5YhGsG4MZ2Ih0FQpeYXyReocSam15ZxHOba-jgeMyVA&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.69218229999999,-104.9877518&zoom=17&size=400x300&markers=color:red%7C39.69218229999999,-104.9877518&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Baked N' Denver,"1301 South Broadway, Denver",cafe | bakery | restaurant | food | store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJVW_5v75_bIcRexZ276exV78,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lOpw-6oJULBeGMbElEKCOPv1h-pJQSstnmZfIsJa7Ya2nwzTaEpmmHq45krlyCHUIERvtiPE48-l21TmD8UbsdruaKNF0hyLNfBkil-Z2P_4R82hzo3X-022QJ7PL6BFoGLIYhBkhBELGwY2dzfizD8Wmr5z5NIR2zfaoMDH45h4RJ32M6Sy_rwHP8BydNO-0QBiLIk7Mg23z-ox0wi1IPvytxSukHkCidzBzOUG04ch9zHDI2_rnZKRBzzSDROLOwaB6bvT_GgklGnMkayit3myK7eUjlAUtPOY7tkXm2x_xQBmZVEyZmYMYJB0AgKEJj_L0FZNuM7gjFBZFtELLrf1m9bQ9yMcGGv7P2yAxtQ3gg9CIg3JcZk5OdpF1ORM5w-DjMwRKw5-wEs-DBS0OwBfdoInDv_bAojhGowBkmc-FQ1XmG5dUIz-9F8aAuwxE-BuGFJtoU5NJ0XjL5fm_g_EKOklBgobGO5mvHXRyYJZO8T6d4uXYuNICkXFxUeOsLl6UiaXS_lb3BwyC1Q1FFXe5W3q_b4BdlgkBbbyXGHmCPFDrh3Zzrazyn41Wc9SVt3Eoq2S59mL4beJ7X1Gy2E-vTxVCIPYaRzV4VDjw540HcOFYONUyIjRGxaltp9DjeVw&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6928648,-104.9877492&zoom=17&size=400x300&markers=color:red%7C39.6928648,-104.9877492&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Elong Denver,"1361 South Broadway ste. 102, Denver",gym | health | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJbSifRuV_bIcROMaUyM9LsW4,,"https://maps.googleapis.com/maps/api/staticmap?center=39.6918093,-104.9878629&zoom=17&size=400x300&markers=color:red%7C39.6918093,-104.9878629&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Get Up Fitness | Hybrid Training & Personal Training – Denver,"1361 South Broadway, Denver",health | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJjU2ajofpliYRqGgMoyo_CCo,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3mUFGFV_VdeAWiNPAN_ZnjrSWvL0d7g4Qt4UDbjRAGv8Ttm8xCJspunoSqj-n5gsvyJuo-Qh8JrMtZH5thZ1BRaQ9wW1O4yj0KOZRIuBa718xwmnBs8XQbvqoE1PB7Pl45TBf2h2zjZKCPmX93ttLpbxgFDrYNTKHZIYry0zFNEHsGdF8CaO9J4HoFa5I89wpsgbFBX9oFIPPl5XCAls6xNYtWT3QGiLFaL9jye65Ro9cXy7Mm2sHC5gt6afUf3sjY9DSUMKjVsAQq-2QR5_vgxKbyHd8ww2JvjlZ3EvcFoAQWdiPjT3Z-vQ72aAc0GspeydkBObj7MVaY8ywKyqT9YO0xsK1kagt6t1F5YI3EsHlhWxJWPs2fg35wozC-n_kOLZ3fMklKezr885O0IaDEmrxXzwRUfpWB7JJBxq3U7UXm5qTpxtFTEgROVCw3vzwEuKQ7yaKy1eW9r0neLydd4x9M2ay-c2aCU1gkCOTEYcjYOzvkiGyus3_8bXWfjvzhIvWY_hsbG-U1wMpR1syRoN3GlRKUv9TAQwGVOH6AZEOqUW2FpE1FLnreBTOG8ads_VXpv0iuCwdfcwMGorv-_q81pu3fmlqd_xIYxZhMiqh3wJLN7SFQoOQVl5AQMsUqYxw&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6918093,-104.9878629&zoom=17&size=400x300&markers=color:red%7C39.6918093,-104.9878629&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
The Cove Sauna and Cold Plunge,"1361 South Broadway, Denver",gym | spa | health | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJn3Rgf-R_bIcRBvRpPd6EF1o,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lW75dN9wjv9ue4vqC36hLiPzVUvmX9K_1gvSd2Vwo64yRFs-s4-xLHpWItoIO0pa2KBYFdSag2u9M29Vur8xmSXtzoutpchc-TWt7ySseqv1X36y_QPMp3t7vIAk-MhxkWKQTmrsFpx1ISsGG2Flui2-2-SIYno751RwQwnWXGFpy1lfNhe1Fjl4RVMKhm_ZVjVAsPTAOIvD_udjsy0kAfOKH-kmiSwqsmqtYo-JqgHfoJhA57iPhVPuQgwsZePDidvfaXlwSnw5ZAcEdf2zPU1ARAb_mkWRmLsU7FuNsxqEUS_zaoav8Nki5ZfboNvvXfe9C3LVW6XztsbwSTDP5UKlFECF52MhjSzQFmRQ73vzG2Zv454nUascXd-AzX5Btz9E1PzWjScoY4ZZ38bfxGJ59hvaBiXq7NPC8XI_u-RYEfG0OwkDlsN2LSu9X0lfxDupcR4vTavjiRuqEN_O_eJkugwKhjNCJb1ySH0p7_ACxYt8cHrq6goLdcnKymqno2NTcuLgrMDpXpOod-wMJ1AwLrSM889lCzLrQoCtdESosYqpD1p8vHPXsFWWDC7pmhMjFR433nwGmGVd9mP20f-LO16gBxMJRRtGTHjkO7qeI-L4wVrY4RWyVKrnK9gGLBot161yHe2C6oQ085LmE85hA&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6918093,-104.9878629&zoom=17&size=400x300&markers=color:red%7C39.6918093,-104.9878629&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Colorado Weightlifting Club,"1361 South Broadway ste. 102, Denver",gym | health | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJf6A3CuR9bIcR_7sFjul98Rs,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lUV657mDgrDyeFxQ0VyxDlqyC_qtkTQrboSQYZsQyEhZeaAYF6KHtS2AanSjFIrAhxfx8195l9HAT650CyW9XElxT7K3ZilE8luxEDjpJ-zmVCXA_MpfTjMEAhJoLJ_dDaBaNVWX7kYPgo53pW2we3cYe-o-yROFkgQFlvbbmk7uGu9WhVJrURN9A9xRlxU8OS4-zwUCXBwsBEhVxLwOOd5n4-P5I3TTf3MoynJBrV-J5r6ABZ6T76ofQlR0kLfjkTdg0W-sbovo36ox-lmLRK7Z8Jm5-yb5R4GJPNIug4d5cMVvdVshN5uQ0VbMaHhTSMdzlfvRP5NwxUvGWbkSIA6gBnym0qugduFYY8siguYKxy1Of_sZbr9KnLfvsPSRE4lOpX-uXWTyQk5BF5zN7enPnwdU_14V5t1F_8_cv8q0KNf8pVc6JOZTWNJIdzhBc2wJts5ZKOJjt6E2rYpxIoGMKLSctJ0qXtftnpjF_2oo103IXiN2_h95sgHBvWB2VjnlSXIATvqBhuClmu2NnTO5TmEnq21fpTyeCpGWTHqPoDVBlJiGXmWdbg9bwaTqwgwdOJMRy3m1sLJIHs3VkNiZFf5rQp7TQPLDLKiF9WPFxcv-9_BQ1CCMWYyC49bNjluIT0TakvhChXtOt0LZCKhs0&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6918093,-104.9878629&zoom=17&size=400x300&markers=color:red%7C39.6918093,-104.9878629&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Tios Takos,"1380 South Broadway, Denver",restaurant | food | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJmVV8rCN_bIcRadPQzkwPsNk,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3mq2rX-tN36O3wI8LScWgj5FFsHwPlPIoWkVRaSRVewV1EY9u6p1J8t7MCTdtY9DrslGA9Gz6VsunC65iiWrvFKLMbnphJwBMNt48T4Z3DyjRy-PM14gwQDYiTgWnJu40MCm4peM_rk4-I03JNnFmjg_eAqHLsdXDLwUrHKS5B-V-ywYp4FQUF6T5IXsYh1ZVm-WvjCtkDfkxEibo4-RfKjavMsaK0aoLVcm0JrHex5SP3Wht3rr2ZW6kioT3dhmZ1GpxmSjFPsIn7CHw3aEfB1F8aYvBii3WVwPAnSu9z5f6Hh2Ur9TU_3Rt3T7cqFzB2akQSx6-rn_Cc16lCgussNr1eHsVcIDr_8syD0-UzfhJqrGNSMXzMAmsADoQLfkS23kXc_g1JbN1FkXWQU2a-VD-wvAnA3bDyBSHiyQIq5hRGzBdlJWi1pMRPREfqf1vYGwdGZD8sAq1DpLtuUNsGb7KUQepNj6KeP_RI2jmPII3_DglOJfPf7dPC5CK4QnNI0Lt2d8kbXE0dPDs5a3Rm8e-s139oEQ-HFpOP-9v_VtimS8xgGnxeM1WR-Ejp3CKD3MAoVC1H1H7sh0QJXVU4XLBU1XKDHvkzwRnOrGaPB0s1qqiXJBqkyFSgj0FfGrWN65w&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6914568,-104.9871082&zoom=17&size=400x300&markers=color:red%7C39.6914568,-104.9871082&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
arc Thrift Stores,"1515 South Broadway, Denver",point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJk9rrEq1_bIcRKHqeJrj_HmA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3nI0OrCFUz4qmn-tpkv-KiMxNqQsOGQD0hGCC8L1l4Qrl8eE6U9l9YgQxmYvB-8o8ZOc11x3liFVpOAWLGJIpUo6tYd-3cTQtraLOKYrPzTAKQeoeZrDwiCnQiGGmY9yUfKBC313BVmDqLyNmtOsCQtLjGQQKxm14IIUgIkcaY2Akl_OljX_fTIU5rSRTkTWbk2HCCJeqD3MG_b0p_IzGjL7H9E2uip16dhYo6NWlZRjT7Z9CqtOajtY5ge58LYcBWaohJxb1DSRzyZvih1SkqNdPdeDC4cPbDC2tM_3ZvB_uHeB4F8K4ArSBsmm0y8h8Q2e5JfJvy8sJS_pbrpL5rabir4PXfpTUD6XfDfNSs85F5KHjT9y9rBKnNfXDNIDyzwLNkxSd6gcZj0gw8wHfm2xjwI9_MEyvAYykMiX4YEPZah9QbypaCMnpWfxJo8GPEJQUmWWyQAcLlBsGTBG27CzAri5kIk3T_4D8amfX0kiz6wVb0h_DwWXOaPx-GOMtVplm9TCJ4BxHUx4MpksR01y0K_7-Wh-jY7LvcsP_vRe2-TVXM9x_gltD9Sf29ZvIZI94FwYjYD9kPIXb1Of9DBOh5ZpSZs3aoUgnzPGnhz4FlOGDXUygs2dpRv-vPVO6VPOlP-&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6889309,-104.9879093&zoom=17&size=400x300&markers=color:red%7C39.6889309,-104.9879093&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Victor Guitar,"1457 South Broadway, Denver",school | point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJ8_cwHK1_bIcRlKCjpxJjOZE,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3ln0vpGXTQgRIoaYzyq28_9r7Bk67kCrL_P2OUKz09ccl20jG-5jkVLnrAZ5JqR-xd01ogMtzXQr02JRaqGa5TF4Pk2IiK6JA7JiaCDbng8LYuvicYsra_d6O2rVbgiClDssKk2DoVzf4qJO5c2ldvQer9ynKxCF6xlW5kZ1juzw0RNgpszYrpcGWEtVKy1jMS-SQMZQWHKQsFoKfnnFONRH4Wq2mMmuZHLDy6PK5M8pFRr1kHG_lN0_P-E6IHMr2hFFbi3zRpTcMQBK3Q0iYI7DXa7z4_y1sLlTA1oX2tJagukwyJvVFoWT2C5cvUA9gXOImD0zugkZsm5S8PIsBl-8VrnGfvJRNXkz4viG7oeFUDMTnefqOc_1nCagtJS4OOMo0FDjDo_Yj57W6yGkMxaiMTLVxclcVZ63SEP6ESOdarE_iPxBTIJxJ5e1NS8wqCtEN6Tq7Td_eZBuKs0eYi0CM181JgzpVwzAaaSvRZNN1KWPWWCpPPmHpcczfdY6ARdVqI4fWwlowEE9KIfzsbFN1JsQ2r1yO8sP9cbpELT_nB0liQDn0rUCIarHjg7-iSzCONW5DfIRZTC2NfkYoqc50yjCcLFIEFFVTADHkCxzki6txgskRo2tOUvj3HiXRnu57Pj&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6901229,-104.9877837&zoom=17&size=400x300&markers=color:red%7C39.6901229,-104.9877837&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Corky's Antiques,"1449 South Broadway, Denver",furniture store | home goods store | point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJ_yrpHa1_bIcRbc_h7BALeh0,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3kEvKcWvukogvfGhcX0I6RPGTcjUDEpRr2114QLxSi-UCItGJ67hMSc99T0Wy1Vto_icZxlIq4Xp9FRIOhchV7DRwIXx-vKHoQCyhgZL-IIgaTuLiYyFckVaMuehjV9HrRjNYaE43RBjbtwcosN9v7mvt5ACoHMqYpb4jtDheBuSaUpx0Wpx7H8UGbILxZQ_-iwxT729EgulI4IeaVCgYGfnjMC1_ncwS3WysJh-sTQtXtjPllSkLwcT6nEDXTf-a8MsLi0qb_5cd0i8MHlJfi8tJ7fF_0V8wUT9WqaFbd_jlqwiBjiRFw4SXHE74xoEcVjve1xFBxZ76HiLqfwBYhqCfy9a7u3kmrIedhOdD7l6q5D6E1_2cRTRyrQ_DB6d5sSFAOmIj0GGwlMhvPxoIt4mWwVrlFWZDEHP4yHNt_naUrpnUPN_ECFIHaVY3hR7sZ1KRHdhJAEGcBNj0Sg4Df4HJ8pJqOYKfOmOIAs6Nzhx4nnaZGXIiOCSc5Ro1WCTFcux002HPrrBIHCJkh0IcHgiMqUy7ID6V3Bh9XHWCuBLnDdNnm9vo1LGHTyIU3JAPjzpTyxQzpqR4GywBILf0k4aZm4DbEWKnq3V65azbGt_lqV-PxXx-8MVYMhD_T8Bti5HHO47T0eQpZNFsd8QSaRbbQ&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.6902377,-104.987725&zoom=17&size=400x300&markers=color:red%7C39.6902377,-104.987725&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Brooklyn's Antiques,"1500 South Broadway, Denver",home goods store | point of interest | store,https://www.google.com/maps/place/?q=place_id:ChIJ8cJkFa1_bIcRZMCjb4PZj-4,,"https://maps.googleapis.com/maps/api/staticmap?center=39.6891587,-104.9871292&zoom=17&size=400x300&markers=color:red%7C39.6891587,-104.9871292&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
